Step Number,Energy per particle,Pressure
0, 225810104.2041835, 812923844.5722646
10000, 26.58957041256262, 137.10921729023738
20000, -2.7498195872555375, 19.995391391211733
30000, -4.95532151679924, 9.670216764205284
40000, -5.607677278971018, 6.292725350502916
50000, -5.808671678604651, 5.122731263597456
60000, -6.038143258358153, 3.9645512712887854
70000, -6.035560687303034, 4.011079191750379
80000, -6.078577928352531, 3.732289542023536
90000, -6.119699587637343, 3.4800653895888862
